"Sujeitos","Itens","Ant","Verbo","RT","Pos","Estudo"
"1651969913","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",450,"7","Beraldo (2022)"
"1651969913","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1294,"7","Beraldo (2022)"
"1651969913","Letícia viu as serras que troveja diariamente.","NP","SG",354,"7","Beraldo (2022)"
"1651969913","Gabriel adorou os estados que chove suavemente.","NP","SG",1882,"7","Beraldo (2022)"
"1651969913","André correu nas praias que chovem frequentemente.","PP","PL",314,"7","Beraldo (2022)"
"1651969913","Amanda olhou as colinas que venta rigorosamente.","NP","SG",2365,"7","Beraldo (2022)"
"1651969913","Nilton ficou nas planícies que venta loucamente.","PP","SG",286,"7","Beraldo (2022)"
"1651969913","Ana amou os países que chovem torrencialmente.","NP","PL",656,"7","Beraldo (2022)"
"1651969913","Sandra morou nas cidades que neva moderadamente.","PP","SG",331,"7","Beraldo (2022)"
"1651970371","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",2131,"7","Beraldo (2022)"
"1651970371","Nilton ficou nas planícies que venta loucamente.","PP","SG",1120,"7","Beraldo (2022)"
"1651970371","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",749,"7","Beraldo (2022)"
"1651970371","Letícia viu as serras que troveja diariamente.","NP","SG",668,"7","Beraldo (2022)"
"1651970371","Camila fotografou os locais que trovejam frequentemente.","NP","PL",732,"7","Beraldo (2022)"
"1651970371","Pedro avistou os montes que neva subitamente.","NP","SG",1285,"7","Beraldo (2022)"
"1651970371","Gabriel adorou os estados que chove suavemente.","NP","SG",816,"7","Beraldo (2022)"
"1651970371","André correu nas praias que chovem frequentemente.","PP","PL",973,"7","Beraldo (2022)"
"1651970371","Ana amou os países que chovem torrencialmente.","NP","PL",871,"7","Beraldo (2022)"
"1651970371","Paulo visitou as nações que nevam excessivamente.","NP","PL",745,"7","Beraldo (2022)"
"1651970371","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1178,"7","Beraldo (2022)"
"1651970371","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",897,"7","Beraldo (2022)"
"1651970371","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1682,"7","Beraldo (2022)"
"1651970371","Maria conheceu as regiões que ventam repentinamente.","NP","PL",888,"7","Beraldo (2022)"
"1651970371","Roberto brincou nos desertos que ventam intensamente.","PP","PL",671,"7","Beraldo (2022)"
"1651970371","Sandra morou nas cidades que neva moderadamente.","PP","SG",707,"7","Beraldo (2022)"
"1651972951","Amanda olhou as colinas que venta rigorosamente.","NP","SG",947,"7","Beraldo (2022)"
"1651972951","Gabriel adorou os estados que chove suavemente.","NP","SG",491,"7","Beraldo (2022)"
"1651972951","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",539,"7","Beraldo (2022)"
"1651972951","Maria conheceu as regiões que ventam repentinamente.","NP","PL",538,"7","Beraldo (2022)"
"1651972951","Paulo visitou as nações que nevam excessivamente.","NP","PL",518,"7","Beraldo (2022)"
"1651972951","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",528,"7","Beraldo (2022)"
"1651972951","Pedro avistou os montes que neva subitamente.","NP","SG",699,"7","Beraldo (2022)"
"1651972951","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",661,"7","Beraldo (2022)"
"1651972951","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",738,"7","Beraldo (2022)"
"1651972951","Camila fotografou os locais que trovejam frequentemente.","NP","PL",489,"7","Beraldo (2022)"
"1651972951","Letícia viu as serras que troveja diariamente.","NP","SG",564,"7","Beraldo (2022)"
"1651972951","Ana amou os países que chovem torrencialmente.","NP","PL",834,"7","Beraldo (2022)"
"1651972951","Sandra morou nas cidades que neva moderadamente.","PP","SG",662,"7","Beraldo (2022)"
"1651972951","Nilton ficou nas planícies que venta loucamente.","PP","SG",493,"7","Beraldo (2022)"
"1651972951","Roberto brincou nos desertos que ventam intensamente.","PP","PL",529,"7","Beraldo (2022)"
"1651972951","André correu nas praias que chovem frequentemente.","PP","PL",427,"7","Beraldo (2022)"
"1652005710","Gabriel adorou os estados que chove suavemente.","NP","SG",938,"7","Beraldo (2022)"
"1652005710","Letícia viu as serras que troveja diariamente.","NP","SG",830,"7","Beraldo (2022)"
"1652005710","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",863,"7","Beraldo (2022)"
"1652005710","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1097,"7","Beraldo (2022)"
"1652005710","Ana amou os países que chovem torrencialmente.","NP","PL",1253,"7","Beraldo (2022)"
"1652005710","Paulo visitou as nações que nevam excessivamente.","NP","PL",1030,"7","Beraldo (2022)"
"1652005710","Pedro avistou os montes que neva subitamente.","NP","SG",1014,"7","Beraldo (2022)"
"1652005710","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",907,"7","Beraldo (2022)"
"1652005710","Maria conheceu as regiões que ventam repentinamente.","NP","PL",836,"7","Beraldo (2022)"
"1652005710","Camila fotografou os locais que trovejam frequentemente.","NP","PL",804,"7","Beraldo (2022)"
"1652005710","André correu nas praias que chovem frequentemente.","PP","PL",1288,"7","Beraldo (2022)"
"1652005710","Sandra morou nas cidades que neva moderadamente.","PP","SG",1772,"7","Beraldo (2022)"
"1652005710","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1096,"7","Beraldo (2022)"
"1652005710","Nilton ficou nas planícies que venta loucamente.","PP","SG",1117,"7","Beraldo (2022)"
"1652005710","Amanda olhou as colinas que venta rigorosamente.","NP","SG",2502,"7","Beraldo (2022)"
"1652005710","Roberto brincou nos desertos que ventam intensamente.","PP","PL",598,"7","Beraldo (2022)"
"1652009262","Maria conheceu as regiões que ventam repentinamente.","NP","PL",705,"7","Beraldo (2022)"
"1652009262","Camila fotografou os locais que trovejam frequentemente.","NP","PL",532,"7","Beraldo (2022)"
"1652009262","Amanda olhou as colinas que venta rigorosamente.","NP","SG",835,"7","Beraldo (2022)"
"1652009262","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",530,"7","Beraldo (2022)"
"1652009262","Pedro avistou os montes que neva subitamente.","NP","SG",321,"7","Beraldo (2022)"
"1652009262","Paulo visitou as nações que nevam excessivamente.","NP","PL",457,"7","Beraldo (2022)"
"1652009262","Letícia viu as serras que troveja diariamente.","NP","SG",402,"7","Beraldo (2022)"
"1652009262","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",420,"7","Beraldo (2022)"
"1652009262","Ana amou os países que chovem torrencialmente.","NP","PL",319,"7","Beraldo (2022)"
"1652009262","André correu nas praias que chovem frequentemente.","PP","PL",402,"7","Beraldo (2022)"
"1652009262","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",271,"7","Beraldo (2022)"
"1652009262","Sandra morou nas cidades que neva moderadamente.","PP","SG",346,"7","Beraldo (2022)"
"1652009262","Roberto brincou nos desertos que ventam intensamente.","PP","PL",319,"7","Beraldo (2022)"
"1652009262","Nilton ficou nas planícies que venta loucamente.","PP","SG",245,"7","Beraldo (2022)"
"1652009262","Gabriel adorou os estados que chove suavemente.","NP","SG",434,"7","Beraldo (2022)"
"1652009262","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",388,"7","Beraldo (2022)"
"1652031240","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1016,"7","Beraldo (2022)"
"1652031240","Nilton ficou nas planícies que venta loucamente.","PP","SG",632,"7","Beraldo (2022)"
"1652031240","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1241,"7","Beraldo (2022)"
"1652031240","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",848,"7","Beraldo (2022)"
"1652031240","André correu nas praias que chovem frequentemente.","PP","PL",432,"7","Beraldo (2022)"
"1652031240","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1200,"7","Beraldo (2022)"
"1652031240","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",408,"7","Beraldo (2022)"
"1652031240","Ana amou os países que chovem torrencialmente.","NP","PL",465,"7","Beraldo (2022)"
"1652031240","Paulo visitou as nações que nevam excessivamente.","NP","PL",368,"7","Beraldo (2022)"
"1652031240","Pedro avistou os montes que neva subitamente.","NP","SG",336,"7","Beraldo (2022)"
"1652031240","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",400,"7","Beraldo (2022)"
"1652031240","Camila fotografou os locais que trovejam frequentemente.","NP","PL",440,"7","Beraldo (2022)"
"1652031240","Letícia viu as serras que troveja diariamente.","NP","SG",472,"7","Beraldo (2022)"
"1652031240","Sandra morou nas cidades que neva moderadamente.","PP","SG",369,"7","Beraldo (2022)"
"1652031240","Roberto brincou nos desertos que ventam intensamente.","PP","PL",480,"7","Beraldo (2022)"
"1652031240","Gabriel adorou os estados que chove suavemente.","NP","SG",480,"7","Beraldo (2022)"
"1652039497","Sandra morou nas cidades que neva moderadamente.","PP","SG",482,"7","Beraldo (2022)"
"1652039497","Amanda olhou as colinas que venta rigorosamente.","NP","SG",750,"7","Beraldo (2022)"
"1652039497","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",459,"7","Beraldo (2022)"
"1652039497","Nilton ficou nas planícies que venta loucamente.","PP","SG",460,"7","Beraldo (2022)"
"1652039497","André correu nas praias que chovem frequentemente.","PP","PL",615,"7","Beraldo (2022)"
"1652039497","Letícia viu as serras que troveja diariamente.","NP","SG",433,"7","Beraldo (2022)"
"1652039497","Maria conheceu as regiões que ventam repentinamente.","NP","PL",445,"7","Beraldo (2022)"
"1652039497","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",413,"7","Beraldo (2022)"
"1652039497","Ana amou os países que chovem torrencialmente.","NP","PL",445,"7","Beraldo (2022)"
"1652039497","Pedro avistou os montes que neva subitamente.","NP","SG",602,"7","Beraldo (2022)"
"1652039497","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",567,"7","Beraldo (2022)"
"1652039497","Gabriel adorou os estados que chove suavemente.","NP","SG",433,"7","Beraldo (2022)"
"1652039497","Roberto brincou nos desertos que ventam intensamente.","PP","PL",450,"7","Beraldo (2022)"
"1652039497","Camila fotografou os locais que trovejam frequentemente.","NP","PL",452,"7","Beraldo (2022)"
"1652039497","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",397,"7","Beraldo (2022)"
"1652039497","Paulo visitou as nações que nevam excessivamente.","NP","PL",552,"7","Beraldo (2022)"
"1652040881","Letícia viu as serras que troveja diariamente.","NP","SG",1168,"7","Beraldo (2022)"
"1652040881","Gabriel adorou os estados que chove suavemente.","NP","SG",616,"7","Beraldo (2022)"
"1652040881","Paulo visitou as nações que nevam excessivamente.","NP","PL",608,"7","Beraldo (2022)"
"1652040881","Nilton ficou nas planícies que venta loucamente.","PP","SG",552,"7","Beraldo (2022)"
"1652040881","André correu nas praias que chovem frequentemente.","PP","PL",528,"7","Beraldo (2022)"
"1652040881","Pedro avistou os montes que neva subitamente.","NP","SG",608,"7","Beraldo (2022)"
"1652040881","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",480,"7","Beraldo (2022)"
"1652040881","Maria conheceu as regiões que ventam repentinamente.","NP","PL",528,"7","Beraldo (2022)"
"1652040881","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",600,"7","Beraldo (2022)"
"1652040881","Amanda olhou as colinas que venta rigorosamente.","NP","SG",504,"7","Beraldo (2022)"
"1652040881","Sandra morou nas cidades que neva moderadamente.","PP","SG",496,"7","Beraldo (2022)"
"1652040881","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",432,"7","Beraldo (2022)"
"1652040881","Camila fotografou os locais que trovejam frequentemente.","NP","PL",520,"7","Beraldo (2022)"
"1652040881","Ana amou os países que chovem torrencialmente.","NP","PL",1128,"7","Beraldo (2022)"
"1652040881","Roberto brincou nos desertos que ventam intensamente.","PP","PL",384,"7","Beraldo (2022)"
"1652040881","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",513,"7","Beraldo (2022)"
"1652044254","Paulo visitou as nações que nevam excessivamente.","NP","PL",744,"7","Beraldo (2022)"
"1652044254","Roberto brincou nos desertos que ventam intensamente.","PP","PL",807,"7","Beraldo (2022)"
"1652044254","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",630,"7","Beraldo (2022)"
"1652044254","Pedro avistou os montes que neva subitamente.","NP","SG",583,"7","Beraldo (2022)"
"1652044254","Sandra morou nas cidades que neva moderadamente.","PP","SG",506,"7","Beraldo (2022)"
"1652044254","André correu nas praias que chovem frequentemente.","PP","PL",3493,"7","Beraldo (2022)"
"1652044254","Maria conheceu as regiões que ventam repentinamente.","NP","PL",384,"7","Beraldo (2022)"
"1652044254","Gabriel adorou os estados que chove suavemente.","NP","SG",737,"7","Beraldo (2022)"
"1652044254","Nilton ficou nas planícies que venta loucamente.","PP","SG",572,"7","Beraldo (2022)"
"1652044254","Letícia viu as serras que troveja diariamente.","NP","SG",1422,"7","Beraldo (2022)"
"1652044254","Ana amou os países que chovem torrencialmente.","NP","PL",523,"7","Beraldo (2022)"
"1652044254","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",557,"7","Beraldo (2022)"
"1652044254","Camila fotografou os locais que trovejam frequentemente.","NP","PL",875,"7","Beraldo (2022)"
"1652044254","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",508,"7","Beraldo (2022)"
"1652044254","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",537,"7","Beraldo (2022)"
"1652044254","Amanda olhou as colinas que venta rigorosamente.","NP","SG",471,"7","Beraldo (2022)"
"1652068374","Maria conheceu as regiões que ventam repentinamente.","NP","PL",464,"7","Beraldo (2022)"
"1652068374","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",368,"7","Beraldo (2022)"
"1652068374","Gabriel adorou os estados que chove suavemente.","NP","SG",599,"7","Beraldo (2022)"
"1652068374","Paulo visitou as nações que nevam excessivamente.","NP","PL",360,"7","Beraldo (2022)"
"1652068374","Camila fotografou os locais que trovejam frequentemente.","NP","PL",400,"7","Beraldo (2022)"
"1652068374","Sandra morou nas cidades que neva moderadamente.","PP","SG",328,"7","Beraldo (2022)"
"1652068374","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",313,"7","Beraldo (2022)"
"1652068374","André correu nas praias que chovem frequentemente.","PP","PL",272,"7","Beraldo (2022)"
"1652068374","Pedro avistou os montes que neva subitamente.","NP","SG",288,"7","Beraldo (2022)"
"1652068374","Nilton ficou nas planícies que venta loucamente.","PP","SG",328,"7","Beraldo (2022)"
"1652068374","Ana amou os países que chovem torrencialmente.","NP","PL",280,"7","Beraldo (2022)"
"1652068374","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",456,"7","Beraldo (2022)"
"1652068374","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",288,"7","Beraldo (2022)"
"1652068374","Roberto brincou nos desertos que ventam intensamente.","PP","PL",352,"7","Beraldo (2022)"
"1652068374","Amanda olhou as colinas que venta rigorosamente.","NP","SG",320,"7","Beraldo (2022)"
"1652068374","Letícia viu as serras que troveja diariamente.","NP","SG",263,"7","Beraldo (2022)"
"1652092077","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",2399,"7","Beraldo (2022)"
"1652092077","Paulo visitou as nações que nevam excessivamente.","NP","PL",3609,"7","Beraldo (2022)"
"1652092077","Roberto brincou nos desertos que ventam intensamente.","PP","PL",3415,"7","Beraldo (2022)"
"1652092077","Maria conheceu as regiões que ventam repentinamente.","NP","PL",3991,"7","Beraldo (2022)"
"1652092077","Gabriel adorou os estados que chove suavemente.","NP","SG",4433,"7","Beraldo (2022)"
"1652092077","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",2433,"7","Beraldo (2022)"
"1652092077","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",3817,"7","Beraldo (2022)"
"1652092077","Nilton ficou nas planícies que venta loucamente.","PP","SG",2903,"7","Beraldo (2022)"
"1652092077","André correu nas praias que chovem frequentemente.","PP","PL",1648,"7","Beraldo (2022)"
"1652092077","Letícia viu as serras que troveja diariamente.","NP","SG",3625,"7","Beraldo (2022)"
"1652092077","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1905,"7","Beraldo (2022)"
"1652092077","Ana amou os países que chovem torrencialmente.","NP","PL",2170,"7","Beraldo (2022)"
"1652092077","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1951,"7","Beraldo (2022)"
"1652092077","Sandra morou nas cidades que neva moderadamente.","PP","SG",3105,"7","Beraldo (2022)"
"1652092077","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1863,"7","Beraldo (2022)"
"1652092077","Pedro avistou os montes que neva subitamente.","NP","SG",1841,"7","Beraldo (2022)"
"1652094933","Sandra morou nas cidades que neva moderadamente.","PP","SG",1351,"7","Beraldo (2022)"
"1652094933","Camila fotografou os locais que trovejam frequentemente.","NP","PL",715,"7","Beraldo (2022)"
"1652094933","Ana amou os países que chovem torrencialmente.","NP","PL",1521,"7","Beraldo (2022)"
"1652094933","Nilton ficou nas planícies que venta loucamente.","PP","SG",963,"7","Beraldo (2022)"
"1652094933","Paulo visitou as nações que nevam excessivamente.","NP","PL",1171,"7","Beraldo (2022)"
"1652094933","Maria conheceu as regiões que ventam repentinamente.","NP","PL",3104,"7","Beraldo (2022)"
"1652094933","Gabriel adorou os estados que chove suavemente.","NP","SG",690,"7","Beraldo (2022)"
"1652094933","Pedro avistou os montes que neva subitamente.","NP","SG",967,"7","Beraldo (2022)"
"1652094933","André correu nas praias que chovem frequentemente.","PP","PL",1589,"7","Beraldo (2022)"
"1652094933","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1198,"7","Beraldo (2022)"
"1652094933","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1381,"7","Beraldo (2022)"
"1652094933","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",867,"7","Beraldo (2022)"
"1652094933","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1891,"7","Beraldo (2022)"
"1652094933","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1658,"7","Beraldo (2022)"
"1652094933","Letícia viu as serras que troveja diariamente.","NP","SG",970,"7","Beraldo (2022)"
"1652094933","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",712,"7","Beraldo (2022)"
"1652105608","Sandra morou nas cidades que neva moderadamente.","PP","SG",936,"7","Beraldo (2022)"
"1652105608","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",656,"7","Beraldo (2022)"
"1652105608","Gabriel adorou os estados que chove suavemente.","NP","SG",480,"7","Beraldo (2022)"
"1652105608","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1118,"7","Beraldo (2022)"
"1652105608","Pedro avistou os montes que neva subitamente.","NP","SG",297,"7","Beraldo (2022)"
"1652105608","Letícia viu as serras que troveja diariamente.","NP","SG",793,"7","Beraldo (2022)"
"1652105608","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1024,"7","Beraldo (2022)"
"1652105608","Roberto brincou nos desertos que ventam intensamente.","PP","PL",424,"7","Beraldo (2022)"
"1652105608","Nilton ficou nas planícies que venta loucamente.","PP","SG",301,"7","Beraldo (2022)"
"1652105608","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",548,"7","Beraldo (2022)"
"1652105608","Amanda olhou as colinas que venta rigorosamente.","NP","SG",380,"7","Beraldo (2022)"
"1652105608","Maria conheceu as regiões que ventam repentinamente.","NP","PL",776,"7","Beraldo (2022)"
"1652105608","Ana amou os países que chovem torrencialmente.","NP","PL",432,"7","Beraldo (2022)"
"1652105608","André correu nas praias que chovem frequentemente.","PP","PL",432,"7","Beraldo (2022)"
"1652105608","Paulo visitou as nações que nevam excessivamente.","NP","PL",596,"7","Beraldo (2022)"
"1652105608","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",360,"7","Beraldo (2022)"
"1652110575","André correu nas praias que chovem frequentemente.","PP","PL",1437,"7","Beraldo (2022)"
"1652110575","Sandra morou nas cidades que neva moderadamente.","PP","SG",1833,"7","Beraldo (2022)"
"1652110575","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1756,"7","Beraldo (2022)"
"1652110575","Ana amou os países que chovem torrencialmente.","NP","PL",943,"7","Beraldo (2022)"
"1652110575","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",493,"7","Beraldo (2022)"
"1652110575","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",623,"7","Beraldo (2022)"
"1652110575","Roberto brincou nos desertos que ventam intensamente.","PP","PL",471,"7","Beraldo (2022)"
"1652110575","Camila fotografou os locais que trovejam frequentemente.","NP","PL",431,"7","Beraldo (2022)"
"1652110575","Maria conheceu as regiões que ventam repentinamente.","NP","PL",397,"7","Beraldo (2022)"
"1652110575","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",541,"7","Beraldo (2022)"
"1652110575","Letícia viu as serras que troveja diariamente.","NP","SG",397,"7","Beraldo (2022)"
"1652110575","Amanda olhou as colinas que venta rigorosamente.","NP","SG",407,"7","Beraldo (2022)"
"1652110575","Paulo visitou as nações que nevam excessivamente.","NP","PL",552,"7","Beraldo (2022)"
"1652110575","Gabriel adorou os estados que chove suavemente.","NP","SG",416,"7","Beraldo (2022)"
"1652110575","Nilton ficou nas planícies que venta loucamente.","PP","SG",402,"7","Beraldo (2022)"
"1652110575","Pedro avistou os montes que neva subitamente.","NP","SG",403,"7","Beraldo (2022)"
"1652116680","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1849,"7","Beraldo (2022)"
"1652116680","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",2496,"7","Beraldo (2022)"
"1652116680","Pedro avistou os montes que neva subitamente.","NP","SG",1080,"7","Beraldo (2022)"
"1652116680","Gabriel adorou os estados que chove suavemente.","NP","SG",1351,"7","Beraldo (2022)"
"1652116680","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",841,"7","Beraldo (2022)"
"1652116680","Sandra morou nas cidades que neva moderadamente.","PP","SG",1832,"7","Beraldo (2022)"
"1652116680","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1080,"7","Beraldo (2022)"
"1652116680","André correu nas praias que chovem frequentemente.","PP","PL",568,"7","Beraldo (2022)"
"1652116680","Letícia viu as serras que troveja diariamente.","NP","SG",1775,"7","Beraldo (2022)"
"1652116680","Camila fotografou os locais que trovejam frequentemente.","NP","PL",624,"7","Beraldo (2022)"
"1652116680","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",568,"7","Beraldo (2022)"
"1652116680","Nilton ficou nas planícies que venta loucamente.","PP","SG",912,"7","Beraldo (2022)"
"1652116680","Ana amou os países que chovem torrencialmente.","NP","PL",968,"7","Beraldo (2022)"
"1652116680","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1302,"7","Beraldo (2022)"
"1652116680","Paulo visitou as nações que nevam excessivamente.","NP","PL",736,"7","Beraldo (2022)"
"1652116680","Amanda olhou as colinas que venta rigorosamente.","NP","SG",512,"7","Beraldo (2022)"
"1652117330","André correu nas praias que chovem frequentemente.","PP","PL",1705,"7","Beraldo (2022)"
"1652117330","Letícia viu as serras que troveja diariamente.","NP","SG",3780,"7","Beraldo (2022)"
"1652117330","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1294,"7","Beraldo (2022)"
"1652117330","Nilton ficou nas planícies que venta loucamente.","PP","SG",2274,"7","Beraldo (2022)"
"1652117330","Paulo visitou as nações que nevam excessivamente.","NP","PL",600,"7","Beraldo (2022)"
"1652117330","Ana amou os países que chovem torrencialmente.","NP","PL",1191,"7","Beraldo (2022)"
"1652117330","Camila fotografou os locais que trovejam frequentemente.","NP","PL",861,"7","Beraldo (2022)"
"1652117330","Pedro avistou os montes que neva subitamente.","NP","SG",1630,"7","Beraldo (2022)"
"1652117330","Amanda olhou as colinas que venta rigorosamente.","NP","SG",2238,"7","Beraldo (2022)"
"1652117330","Gabriel adorou os estados que chove suavemente.","NP","SG",600,"7","Beraldo (2022)"
"1652117330","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",616,"7","Beraldo (2022)"
"1652117330","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",680,"7","Beraldo (2022)"
"1652117330","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",935,"7","Beraldo (2022)"
"1652117330","Sandra morou nas cidades que neva moderadamente.","PP","SG",1294,"7","Beraldo (2022)"
"1652117330","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",2618,"7","Beraldo (2022)"
"1652117330","Roberto brincou nos desertos que ventam intensamente.","PP","PL",789,"7","Beraldo (2022)"
"1652120846","Sandra morou nas cidades que neva moderadamente.","PP","SG",874,"7","Beraldo (2022)"
"1652120846","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1786,"7","Beraldo (2022)"
"1652120846","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1026,"7","Beraldo (2022)"
"1652120846","Gabriel adorou os estados que chove suavemente.","NP","SG",722,"7","Beraldo (2022)"
"1652120846","Roberto brincou nos desertos que ventam intensamente.","PP","PL",875,"7","Beraldo (2022)"
"1652120846","Pedro avistou os montes que neva subitamente.","NP","SG",456,"7","Beraldo (2022)"
"1652120846","Ana amou os países que chovem torrencialmente.","NP","PL",647,"7","Beraldo (2022)"
"1652120846","Nilton ficou nas planícies que venta loucamente.","PP","SG",684,"7","Beraldo (2022)"
"1652120846","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1064,"7","Beraldo (2022)"
"1652120846","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",951,"7","Beraldo (2022)"
"1652120846","Camila fotografou os locais que trovejam frequentemente.","NP","PL",475,"7","Beraldo (2022)"
"1652120846","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",685,"7","Beraldo (2022)"
"1652120846","Paulo visitou as nações que nevam excessivamente.","NP","PL",475,"7","Beraldo (2022)"
"1652120846","Letícia viu as serras que troveja diariamente.","NP","SG",476,"7","Beraldo (2022)"
"1652120846","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",722,"7","Beraldo (2022)"
"1652120846","André correu nas praias que chovem frequentemente.","PP","PL",570,"7","Beraldo (2022)"
"1652126452","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1422,"7","Beraldo (2022)"
"1652126452","André correu nas praias que chovem frequentemente.","PP","PL",971,"7","Beraldo (2022)"
"1652126452","Gabriel adorou os estados que chove suavemente.","NP","SG",847,"7","Beraldo (2022)"
"1652126452","Ana amou os países que chovem torrencialmente.","NP","PL",1008,"7","Beraldo (2022)"
"1652126452","Amanda olhou as colinas que venta rigorosamente.","NP","SG",721,"7","Beraldo (2022)"
"1652126452","Sandra morou nas cidades que neva moderadamente.","PP","SG",776,"7","Beraldo (2022)"
"1652126452","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1873,"7","Beraldo (2022)"
"1652126452","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1598,"7","Beraldo (2022)"
"1652126452","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1535,"7","Beraldo (2022)"
"1652126452","Nilton ficou nas planícies que venta loucamente.","PP","SG",687,"7","Beraldo (2022)"
"1652126452","Camila fotografou os locais que trovejam frequentemente.","NP","PL",577,"7","Beraldo (2022)"
"1652126452","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",528,"7","Beraldo (2022)"
"1652126452","Pedro avistou os montes que neva subitamente.","NP","SG",784,"7","Beraldo (2022)"
"1652126452","Paulo visitou as nações que nevam excessivamente.","NP","PL",1121,"7","Beraldo (2022)"
"1652126452","Roberto brincou nos desertos que ventam intensamente.","PP","PL",825,"7","Beraldo (2022)"
"1652126452","Letícia viu as serras que troveja diariamente.","NP","SG",623,"7","Beraldo (2022)"
"1652137364","Paulo visitou as nações que nevam excessivamente.","NP","PL",624,"7","Beraldo (2022)"
